"ID","chromosome","location","distance2nearestTSS","nearestTSS.gene_id","nearestTSS","class","JSD_bit_10C","meth_10C","JSD_bit_16C","meth_16C","JSD_bit_22C","meth_22C","context","diff_16_10","diff_22_16","consistent_increase","consistent_decrease"
"1_2061649","1",2061649,1220,"AT1G06710","AT1G06710.2","intronic",0.764,0.440106477373558,0.732,0.371234207968902,0.723,0.371858671311271,"CpG",-0.032,-0.00900000000000001,FALSE,TRUE
"1_2063808","1",2063808,3379,"AT1G06710","AT1G06710.2","intronic",0.745,0.5,0.727,0.423017107309487,0.718,0.528253424657534,"CpG",-0.018,-0.00900000000000001,FALSE,TRUE
"1_2088270","1",2088270,1038,"AT1G06790","AT1G06790.2","intronic",0.826,0.289115646258503,0.755,0.294930875576037,0.712,0.253834735279565,"CpG",-0.071,-0.043,FALSE,TRUE
"1_2089178","1",2089178,1946,"AT1G06790","AT1G06790.2","intronic",0.811,0.463054187192118,0.791,0.411940298507463,0.717,0.329138668295663,"CpG",-0.02,-0.0740000000000001,FALSE,TRUE
"1_2094063","1",2094063,1524,"AT1G06810","AT1G06810.1","intronic",0.834,0.358543417366947,0.808,0.430769230769231,0.786,0.347649797266857,"CpG",-0.0259999999999999,-0.022,FALSE,TRUE
"1_2094530","1",2094530,-1988,"AT1G06820","AT1G06820.4","intronic",0.841,0.53475935828877,0.838,0.535947712418301,0.743,0.555051546391753,"CpG",-0.003,-0.095,FALSE,TRUE
"1_2100508","1",2100508,-2999,"AT1G06840","AT1G06840.1","intronic",0.834,0.501538461538461,0.814,0.444444444444444,0.709,0.282532444756226,"CpG",-0.02,-0.105,FALSE,TRUE
"1_2112327","1",2112327,-2107,"AT1G06890","AT1G06890.2","intronic",0.78,0.386772106398275,0.755,0.34860248447205,0.75,0.299554468419673,"CpG",-0.025,-0.005,FALSE,TRUE
"1_2115741","1",2115741,1055,"AT1G06890","AT1G06890.1","intronic",0.758,0.494208494208494,0.728,0.384279475982533,0.7,0.328651685393258,"CpG",-0.03,-0.028,FALSE,TRUE
"1_2117850","1",2117850,-2895,"AT1G06900","AT1G06900.1","intronic",0.808,0.397590361445783,0.762,0.452173913043478,0.741,0.28921568627451,"CpG",-0.046,-0.021,FALSE,TRUE
"1_2118861","1",2118861,-1884,"AT1G06900","AT1G06900.1","intronic",0.933,0.493243243243243,0.843,0.589403973509934,0.836,0.5941893158388,"CpG",-0.0900000000000001,-0.00700000000000001,FALSE,TRUE
"1_2122213","1",2122213,1222,"AT1G06910","AT1G06910.1","intronic",0.799,0.465007776049767,0.794,0.458119658119658,0.771,0.507945106536656,"CpG",-0.005,-0.023,FALSE,TRUE
"1_2132338","1",2132338,-3365,"AT1G06950","AT1G06950.1","intronic",0.827,0.38780487804878,0.802,0.401617250673854,0.735,0.720510095642933,"CpG",-0.0249999999999999,-0.0670000000000001,FALSE,TRUE
"1_2132853","1",2132853,-2850,"AT1G06950","AT1G06950.1","intronic",0.865,0.329545454545455,0.84,0.372093023255814,0.771,0.303181091167585,"CpG",-0.025,-0.069,FALSE,TRUE
"1_2132854","1",2132854,-2849,"AT1G06950","AT1G06950.1","intronic",0.793,0.342696629213483,0.789,0.328964613368283,0.721,0.285267508097844,"CpG",-0.004,-0.0680000000000001,FALSE,TRUE
"1_2137246","1",2137246,-625,"AT1G06970","AT1G06970.1","proximal >500&<=1000bp",0.784,0.480527261833433,0.764,0.431956668923494,0.736,0.306964380648591,"CpG",-0.02,-0.028,FALSE,TRUE
"1_2179788","1",2179788,-4405,"AT1G07110","AT1G07110.1","intronic",0.797,0.394856278366112,0.743,0.450909090909091,0.728,0.328465141912373,"CpG",-0.054,-0.015,FALSE,TRUE
"1_2179968","1",2179968,-4225,"AT1G07110","AT1G07110.1","intronic",0.808,0.334763948497854,0.791,0.358520900321543,0.751,0.301185988783672,"CpG",-0.017,-0.04,FALSE,TRUE
"1_2180800","1",2180800,-3393,"AT1G07110","AT1G07110.1","intronic",0.786,0.474242424242424,0.751,0.445350734094617,0.748,0.378695652173913,"CpG",-0.035,-0.003,FALSE,TRUE
"1_2181721","1",2181721,-2472,"AT1G07110","AT1G07110.1","intronic",0.823,0.358208955223881,0.802,0.357664233576642,0.79,0.353180296508847,"CpG",-0.0209999999999999,-0.012,FALSE,TRUE
"1_2209209","1",2209209,1196,"AT1G07190","AT1G07190.1","intronic",0.861,0.603092783505155,0.795,0.632352941176471,0.701,0.338926174496644,"CpG",-0.066,-0.0940000000000001,FALSE,TRUE
"1_2209948","1",2209948,-1073,"AT1G07200","AT1G07200.1","intronic",0.845,0.635964912280702,0.834,0.547738693467337,0.775,0.512560692421364,"CpG",-0.011,-0.0589999999999999,FALSE,TRUE
"1_2217531","1",2217531,-2118,"AT1G07220","AT1G07220.1","intronic",0.776,0.363013698630137,0.721,0.314487632508834,0.7,0.262586959085014,"CpG",-0.055,-0.021,FALSE,TRUE
"1_2243579","1",2243579,-1413,"AT1G07290","AT1G07290.1","intronic",0.826,0.457604306864065,0.785,0.453846153846154,0.702,0.261070329149893,"CpG",-0.0409999999999999,-0.0830000000000001,FALSE,TRUE
"1_2243645","1",2243645,-1347,"AT1G07290","AT1G07290.1","intronic",0.802,0.533333333333333,0.782,0.529411764705882,0.78,0.309345794392523,"CpG",-0.02,-0.002,FALSE,TRUE
"1_2251932","1",2251932,801,"AT1G07330","AT1G07330.1","proximal >500&<=1000bp",0.756,0.346590909090909,0.736,0.325,0.708,0.263180639585134,"CpG",-0.02,-0.028,FALSE,TRUE
"1_2260737","1",2260737,550,"AT1G07350","AT1G07350.1","proximal >500&<=1000bp",0.924,0.485074626865672,0.878,0.580952380952381,0.814,0.628699551569507,"CpG",-0.046,-0.0640000000000001,FALSE,TRUE
"1_2261593","1",2261593,-1330,"AT1G07360","AT1G07360.1","intronic",0.917,0.542986425339366,0.87,0.401826484018265,0.817,0.407360584351735,"CpG",-0.047,-0.053,FALSE,TRUE
"1_2273657","1",2273657,-1269,"AT1G07400","AT1G07400.1","intronic",0.817,0.399350649350649,0.771,0.353015075376884,0.719,0.251356852103121,"CpG",-0.0459999999999999,-0.052,FALSE,TRUE
"1_2292748","1",2292748,1291,"AT1G07470","AT1G07470.1","intronic",0.812,0.444964871194379,0.78,0.424757281553398,0.755,0.289503661513426,"CpG",-0.032,-0.025,FALSE,TRUE
"1_2292857","1",2292857,1400,"AT1G07470","AT1G07470.1","intronic",0.771,0.397849462365591,0.718,0.362980769230769,0.704,0.252952755905512,"CpG",-0.053,-0.014,FALSE,TRUE
"1_2292992","1",2292992,1535,"AT1G07470","AT1G07470.1","intronic",0.825,0.444954128440367,0.793,0.451977401129944,0.766,0.303820006474587,"CpG",-0.0319999999999999,-0.027,FALSE,TRUE
"1_2295983","1",2295983,430,"AT1G07476","AT1G07476.1","proximal <=500bp",0.794,0.564356435643564,0.762,0.592156862745098,0.729,0.556900162904352,"CpG",-0.032,-0.033,FALSE,TRUE
"1_2296035","1",2296035,482,"AT1G07476","AT1G07476.1","proximal <=500bp",0.843,0.484771573604061,0.777,0.609970674486804,0.755,0.555361159710072,"CpG",-0.066,-0.022,FALSE,TRUE
"1_2297249","1",2297249,1696,"AT1G07476","AT1G07476.1","intronic",0.81,0.492753623188406,0.782,0.406976744186047,0.735,0.469643038747076,"CpG",-0.028,-0.047,FALSE,TRUE
"1_2297250","1",2297250,1697,"AT1G07476","AT1G07476.1","intronic",0.813,0.509151414309484,0.78,0.466814159292035,0.758,0.487890158621866,"CpG",-0.0329999999999999,-0.022,FALSE,TRUE
"1_2297706","1",2297706,-1764,"AT1G07480","AT1G07480.3","intronic",0.79,0.371967654986523,0.739,0.369491525423729,0.721,0.290744254691124,"CpG",-0.051,-0.018,FALSE,TRUE
"1_2297707","1",2297707,-1763,"AT1G07480","AT1G07480.3","intronic",0.846,0.383697813121272,0.779,0.399132321041215,0.757,0.307275637079897,"CpG",-0.067,-0.022,FALSE,TRUE
"1_2306450","1",2306450,1419,"AT1G07500","AT1G07500.1","intronic",0.764,0.490612244897959,0.722,0.488824101068999,0.702,0.291299209019002,"CpG",-0.042,-0.02,FALSE,TRUE
"1_2362751","1",2362751,-1216,"AT1G07650","AT1G07650.4","intronic",0.792,0.438972162740899,0.772,0.394472361809045,0.715,0.257279717635195,"CpG",-0.02,-0.057,FALSE,TRUE
"1_2370861","1",2370861,2024,"AT1G07660","AT1G07660.2","intronic",0.845,0.522058823529412,0.831,0.442953020134228,0.823,0.383913412563667,"CpG",-0.014,-0.00800000000000001,FALSE,TRUE
"1_2384498","1",2384498,2883,"AT1G07705","AT1G07705.1","intronic",0.804,0.478740157480315,0.792,0.464471403812825,0.755,0.481954164951283,"CpG",-0.012,-0.037,FALSE,TRUE
"1_2385344","1",2385344,-2775,"AT1G07710","AT1G07710.2","intronic",0.847,0.585858585858586,0.813,0.636363636363636,0.764,0.571059431524548,"CpG",-0.034,-0.0489999999999999,FALSE,TRUE
"1_2410427","1",2410427,636,"AT1G07770","AT1G07770.1","proximal >500&<=1000bp",0.848,0.509316770186335,0.823,0.43046357615894,0.773,0.338056680161943,"CpG",-0.025,-0.0499999999999999,FALSE,TRUE
"1_2420250","1",2420250,-1816,"AT1G07820","AT1G07820.2","intronic",0.847,0.51424287856072,0.754,0.432624113475177,0.746,0.318796577422026,"CpG",-0.093,-0.00800000000000001,FALSE,TRUE
"1_2420251","1",2420251,-1815,"AT1G07820","AT1G07820.2","intronic",0.782,0.42434988179669,0.771,0.408616187989556,0.739,0.291169019182049,"CpG",-0.011,-0.032,FALSE,TRUE
"1_2424980","1",2424980,916,"AT1G07840","AT1G07840.2","proximal >500&<=1000bp",0.811,0.440111420612813,0.753,0.573192239858907,0.746,0.473403046146852,"CpG",-0.058,-0.00700000000000001,FALSE,TRUE
"1_2425898","1",2425898,-807,"AT1G07850","AT1G07850.1","proximal >500&<=1000bp",0.834,0.492771841609051,0.823,0.477590007347539,0.767,0.315718905276441,"CpG",-0.011,-0.0559999999999999,FALSE,TRUE
"1_2447654","1",2447654,1618,"AT1G07910","AT1G07910.2","intronic",0.824,0.510135135135135,0.783,0.477678571428571,0.724,0.259487951807229,"CpG",-0.0409999999999999,-0.059,FALSE,TRUE
"1_2459795","1",2459795,1551,"AT1G07930","AT1G07930.2","intronic",0.902,0.681818181818182,0.881,0.7,0.879,0.297872340425532,"CpG",-0.021,-0.002,FALSE,TRUE
"1_2460137","1",2460137,1893,"AT1G07930","AT1G07930.2","intronic",0.847,0.436,0.77,0.349514563106796,0.752,0.253668763102725,"CpG",-0.077,-0.018,FALSE,TRUE
"1_2467913","1",2467913,724,"AT1G07960","AT1G07960.4","proximal >500&<=1000bp",0.789,0.341107871720117,0.727,0.337837837837838,0.709,0.256216354780825,"CpG",-0.062,-0.018,FALSE,TRUE
"1_2468504","1",2468504,1315,"AT1G07960","AT1G07960.4","intronic",0.848,0.463503649635036,0.838,0.473029045643154,0.767,0.306438791732909,"CpG",-0.01,-0.071,FALSE,TRUE
"1_2478633","1",2478633,1680,"AT1G07990","AT1G07990.2","intronic",0.873,0.468562874251497,0.826,0.386569872958258,0.808,0.328288100208768,"CpG",-0.047,-0.0179999999999999,FALSE,TRUE
"1_2486333","1",2486333,607,"AT1G08000","AT1G08000.1","proximal >500&<=1000bp",0.721,0.633898305084746,0.713,0.568316831683168,0.704,0.61893692856036,"CpG",-0.00800000000000001,-0.00900000000000001,FALSE,TRUE
"1_2496325","1",2496325,1822,"AT1G08035","AT1G08035.3","intronic",0.796,0.38562091503268,0.757,0.388268156424581,0.742,0.263731060606061,"CpG",-0.039,-0.015,FALSE,TRUE
"1_2503822","1",2503822,2241,"AT1G08050","AT1G08050.1","intronic",0.836,0.477404403244496,0.799,0.427055702917772,0.752,0.550251858958983,"CpG",-0.0369999999999999,-0.047,FALSE,TRUE
"1_2503840","1",2503840,2259,"AT1G08050","AT1G08050.1","intronic",0.799,0.518099547511312,0.778,0.509386733416771,0.739,0.612780162136385,"CpG",-0.021,-0.039,FALSE,TRUE
"1_2506204","1",2506204,-4325,"AT1G08060","AT1G08060.2","intronic",0.841,0.446064139941691,0.783,0.405228758169935,0.766,0.338782533878253,"CpG",-0.0579999999999999,-0.017,FALSE,TRUE
"1_2506401","1",2506401,-4128,"AT1G08060","AT1G08060.2","intronic",0.753,0.282392026578073,0.752,0.314885496183206,0.702,0.257922028039178,"CpG",-0.001,-0.05,FALSE,TRUE
"1_2506402","1",2506402,-4127,"AT1G08060","AT1G08060.2","intronic",0.742,0.265206812652068,0.737,0.315068493150685,0.704,0.255402750491159,"CpG",-0.005,-0.033,FALSE,TRUE
"1_2507702","1",2507702,-2827,"AT1G08060","AT1G08060.2","intronic",0.798,0.609375,0.772,0.600349040139616,0.729,0.648355299590209,"CpG",-0.026,-0.043,FALSE,TRUE
"1_2545560","1",2545560,-2386,"AT1G08130","AT1G08130.1","intronic",0.843,0.390243902439024,0.739,0.291666666666667,0.721,0.359516616314199,"CpG",-0.104,-0.018,FALSE,TRUE
"1_2546312","1",2546312,-1634,"AT1G08130","AT1G08130.1","intronic",0.741,0.395121951219512,0.728,0.480916030534351,0.719,0.369979296066253,"CpG",-0.013,-0.00900000000000001,FALSE,TRUE
"1_2569943","1",2569943,2523,"AT1G08190","AT1G08190.1","intronic",0.844,0.415041782729805,0.831,0.336477987421384,0.803,0.320199421035703,"CpG",-0.013,-0.0279999999999999,FALSE,TRUE
"1_2570097","1",2570097,2677,"AT1G08190","AT1G08190.1","intronic",0.794,0.459459459459459,0.73,0.514492753623188,0.728,0.311893540338231,"CpG",-0.0640000000000001,-0.002,FALSE,TRUE
"1_2570098","1",2570098,2678,"AT1G08190","AT1G08190.1","intronic",0.824,0.413427561837456,0.822,0.47037037037037,0.716,0.314209768523646,"CpG",-0.002,-0.106,FALSE,TRUE
"1_2570774","1",2570774,3354,"AT1G08190","AT1G08190.1","intronic",0.851,0.434322033898305,0.816,0.413953488372093,0.727,0.309431165462294,"CpG",-0.035,-0.089,FALSE,TRUE
"1_2570775","1",2570775,3355,"AT1G08190","AT1G08190.1","intronic",0.828,0.507281553398058,0.809,0.431578947368421,0.749,0.32202270926855,"CpG",-0.0189999999999999,-0.06,FALSE,TRUE
"1_2575283","1",2575283,-1561,"AT1G08200","AT1G08200.1","intronic",0.788,0.410105757931845,0.757,0.352855051244509,0.738,0.385144243731464,"CpG",-0.031,-0.019,FALSE,TRUE
"1_2603685","1",2603685,-3652,"AT1G08270","AT1G08270.1","intronic",0.86,0.476683937823834,0.855,0.335365853658537,0.765,0.451110191697697,"CpG",-0.005,-0.09,FALSE,TRUE
"1_2609219","1",2609219,1342,"AT1G08280","AT1G08280.1","intronic",0.753,0.506072874493927,0.732,0.423387096774194,0.708,0.481751824817518,"CpG",-0.021,-0.024,FALSE,TRUE
"1_2619732","1",2619732,1085,"AT1G08310","AT1G08310.3","intronic",0.809,0.431239388794567,0.797,0.461538461538462,0.703,0.24800202968413,"CpG",-0.012,-0.0940000000000001,FALSE,TRUE
"1_2644754","1",2644754,-1294,"AT1G08400","AT1G08400.1","intronic",0.736,0.464285714285714,0.732,0.400749063670412,0.727,0.313208157979929,"CpG",-0.004,-0.005,FALSE,TRUE
"1_2644944","1",2644944,-1104,"AT1G08400","AT1G08400.1","intronic",0.775,0.494033412887828,0.748,0.433420365535248,0.745,0.455873758036236,"CpG",-0.027,-0.003,FALSE,TRUE
"1_2652713","1",2652713,3176,"AT1G08420","AT1G08420.2","intronic",0.847,0.515254237288136,0.844,0.427450980392157,0.823,0.540368271954674,"CpG",-0.003,-0.021,FALSE,TRUE
"1_2686908","1",2686908,-1750,"AT1G08490","AT1G08490.1","intronic",0.878,0.463942307692308,0.828,0.476426799007444,0.752,0.328009828009828,"CpG",-0.05,-0.076,FALSE,TRUE
"1_2698077","1",2698077,1696,"AT1G08520","AT1G08520.1","intronic",0.831,0.4725,0.82,0.454545454545455,0.792,0.338691962056915,"CpG",-0.011,-0.0279999999999999,FALSE,TRUE
"1_2698078","1",2698078,1697,"AT1G08520","AT1G08520.1","intronic",0.927,0.446428571428571,0.847,0.436170212765957,0.815,0.33645336963921,"CpG",-0.0800000000000001,-0.032,FALSE,TRUE
"1_2708807","1",2708807,1698,"AT1G08550","AT1G08550.2","intronic",0.78,0.491197183098592,0.778,0.391812865497076,0.772,0.303333975717865,"CpG",-0.002,-0.006,FALSE,TRUE
"1_2720190","1",2720190,1652,"AT1G08590","AT1G08590.1","intronic",0.73,0.428571428571429,0.727,0.356435643564356,0.7,0.314350225790266,"CpG",-0.003,-0.027,FALSE,TRUE
"1_2726792","1",2726792,2968,"AT1G08600","AT1G08600.4","intronic",0.77,0.504,0.762,0.51044776119403,0.704,0.323024971118813,"CpG",-0.00800000000000001,-0.058,FALSE,TRUE
"1_2730691","1",2730691,-5128,"AT1G08610","AT1G08610.1","intronic",0.795,0.282758620689655,0.751,0.302083333333333,0.743,0.270042982620071,"CpG",-0.044,-0.00800000000000001,FALSE,TRUE
"1_2731977","1",2731977,-3842,"AT1G08610","AT1G08610.1","intronic",0.816,0.398713826366559,0.77,0.338181818181818,0.701,0.25498753117207,"CpG",-0.0459999999999999,-0.0690000000000001,FALSE,TRUE
"1_2733074","1",2733074,-2745,"AT1G08610","AT1G08610.1","intronic",0.733,0.537142857142857,0.729,0.491150442477876,0.712,0.485044997353097,"CpG",-0.004,-0.017,FALSE,TRUE
"1_2733339","1",2733339,-2480,"AT1G08610","AT1G08610.1","intronic",0.763,0.465,0.74,0.394594594594595,0.7,0.270427580031341,"CpG",-0.023,-0.04,FALSE,TRUE
"1_2733945","1",2733945,-1874,"AT1G08610","AT1G08610.1","intronic",0.786,0.459475929311395,0.758,0.458222811671088,0.742,0.312372229945212,"CpG",-0.028,-0.016,FALSE,TRUE
"1_2737800","1",2737800,946,"AT1G08620","AT1G08620.4","proximal >500&<=1000bp",0.845,0.376854599406528,0.77,0.390163934426229,0.743,0.325782912739434,"CpG",-0.075,-0.027,FALSE,TRUE
"1_2739780","1",2739780,2926,"AT1G08620","AT1G08620.4","intronic",0.8,0.510135135135135,0.759,0.391480730223124,0.746,0.271492739997911,"CpG",-0.041,-0.013,FALSE,TRUE
"1_2739781","1",2739781,2927,"AT1G08620","AT1G08620.4","intronic",0.821,0.419811320754717,0.765,0.35609756097561,0.738,0.267870693580209,"CpG",-0.0559999999999999,-0.027,FALSE,TRUE
"1_2740022","1",2740022,3168,"AT1G08620","AT1G08620.4","intronic",0.768,0.362725450901804,0.748,0.304668304668305,0.703,0.252313247573911,"CpG",-0.02,-0.045,FALSE,TRUE
"1_2740832","1",2740832,3978,"AT1G08620","AT1G08620.4","intronic",0.826,0.412903225806452,0.8,0.441379310344828,0.782,0.421806323550262,"CpG",-0.0259999999999999,-0.018,FALSE,TRUE
"1_2749369","1",2749369,1402,"AT1G08630","AT1G08630.2","intronic",0.862,0.348837209302326,0.809,0.331877729257642,0.713,0.279582673005811,"CpG",-0.0529999999999999,-0.0960000000000001,FALSE,TRUE
"1_2749397","1",2749397,1430,"AT1G08630","AT1G08630.2","intronic",0.862,0.665384615384615,0.837,0.631578947368421,0.83,0.512443738416733,"CpG",-0.025,-0.00700000000000001,FALSE,TRUE
"1_2749459","1",2749459,1492,"AT1G08630","AT1G08630.2","intronic",0.813,0.464183381088825,0.736,0.414141414141414,0.704,0.267972103004292,"CpG",-0.077,-0.032,FALSE,TRUE
"1_2763929","1",2763929,1339,"AT1G08680","AT1G08680.5","intronic",0.793,0.381864623243934,0.79,0.360248447204969,0.737,0.327652135911723,"CpG",-0.003,-0.053,FALSE,TRUE
"1_2767893","1",2767893,-1615,"AT1G08695","AT1G08695.1","intronic",0.873,0.386524822695035,0.81,0.369369369369369,0.754,0.298409728718428,"CpG",-0.063,-0.056,FALSE,TRUE
"1_2776831","1",2776831,-2607,"AT1G08730","AT1G08730.2","intronic",0.861,0.416961130742049,0.794,0.348258706467662,0.775,0.338050314465409,"CpG",-0.067,-0.019,FALSE,TRUE
"1_2777173","1",2777173,-2265,"AT1G08730","AT1G08730.2","intronic",0.853,0.381818181818182,0.847,0.328671328671329,0.824,0.481071884304551,"CpG",-0.006,-0.023,FALSE,TRUE
"1_2815930","1",2815930,-1709,"AT1G08800","AT1G08800.4","intronic",0.822,0.549918166939444,0.775,0.405825242718447,0.757,0.43703531598513,"CpG",-0.0469999999999999,-0.018,FALSE,TRUE
"1_2834007","1",2834007,-4462,"AT1G08840","AT1G08840.5","intronic",0.749,0.390374331550802,0.725,0.359840954274354,0.704,0.400274513168054,"CpG",-0.024,-0.021,FALSE,TRUE
"1_2835264","1",2835264,-3205,"AT1G08840","AT1G08840.5","intronic",0.806,0.372881355932203,0.749,0.41875,0.723,0.418760129659643,"CpG",-0.057,-0.026,FALSE,TRUE
"1_2857552","1",2857552,1390,"AT1G08910","AT1G08910.1","intronic",0.873,0.406779661016949,0.822,0.35625,0.792,0.341661987647389,"CpG",-0.051,-0.0299999999999999,FALSE,TRUE
"1_2857576","1",2857576,1414,"AT1G08910","AT1G08910.1","intronic",0.777,0.285087719298246,0.749,0.268796992481203,0.707,0.268939879502628,"CpG",-0.028,-0.042,FALSE,TRUE
"1_2859824","1",2859824,3662,"AT1G08910","AT1G08910.1","intronic",0.732,0.553623188405797,0.712,0.546268656716418,0.704,0.580694275274056,"CpG",-0.02,-0.00800000000000001,FALSE,TRUE
"1_2881180","1",2881180,-1311,"AT1G08970","AT1G08970.2","intronic",0.822,0.403141361256544,0.798,0.40506329113924,0.768,0.342345773038842,"CpG",-0.0239999999999999,-0.03,FALSE,TRUE
"1_2893430","1",2893430,2409,"AT1G09000","AT1G09000.1","intronic",0.764,0.298301486199575,0.76,0.316688567674113,0.739,0.283973374295955,"CpG",-0.004,-0.021,FALSE,TRUE
"1_2893431","1",2893431,2410,"AT1G09000","AT1G09000.1","intronic",0.828,0.328301886792453,0.813,0.297169811320755,0.764,0.285769230769231,"CpG",-0.015,-0.0489999999999999,FALSE,TRUE
"1_2896906","1",2896906,-2540,"AT1G09010","AT1G09010.1","intronic",0.865,0.527004909983633,0.804,0.347912524850895,0.802,0.350564928029717,"CpG",-0.0609999999999999,-0.002,FALSE,TRUE
"1_2896907","1",2896907,-2539,"AT1G09010","AT1G09010.1","intronic",0.83,0.468604651162791,0.807,0.36,0.805,0.337396665265518,"CpG",-0.0229999999999999,-0.002,FALSE,TRUE
"1_2900956","1",2900956,1510,"AT1G09010","AT1G09010.1","intronic",0.857,0.456575682382134,0.809,0.443298969072165,0.737,0.297421203438395,"CpG",-0.0479999999999999,-0.0720000000000001,FALSE,TRUE
"1_2913112","1",2913112,1862,"AT1G09040","AT1G09040.1","intronic",0.741,0.327142857142857,0.728,0.365671641791045,0.727,0.41050505050505,"CpG",-0.013,-0.001,FALSE,TRUE
"1_2920572","1",2920572,2562,"AT1G09050","AT1G09050.2","intronic",0.787,0.344827586206897,0.742,0.268398268398268,0.71,0.26,"CpG",-0.045,-0.032,FALSE,TRUE
"1_2922703","1",2922703,-2622,"AT1G09060","AT1G09060.3","intronic",0.818,0.429922613929493,0.794,0.42393509127789,0.761,0.30437511206742,"CpG",-0.0239999999999999,-0.033,FALSE,TRUE
"1_2924056","1",2924056,-1269,"AT1G09060","AT1G09060.3","intronic",0.784,0.388379204892966,0.761,0.381877022653722,0.731,0.261730080191094,"CpG",-0.023,-0.03,FALSE,TRUE
"1_2937544","1",2937544,-1819,"AT1G09100","AT1G09100.1","intronic",0.87,0.433333333333333,0.816,0.396501457725948,0.814,0.377482678983834,"CpG",-0.054,-0.002,FALSE,TRUE
"1_2940745","1",2940745,1382,"AT1G09100","AT1G09100.1","intronic",0.865,0.489164086687306,0.863,0.4953125,0.798,0.46498217655693,"CpG",-0.002,-0.065,FALSE,TRUE
"1_2943880","1",2943880,1535,"AT1G09130","AT1G09130.1","intronic",0.851,0.38,0.783,0.338383838383838,0.756,0.338365138137283,"CpG",-0.068,-0.027,FALSE,TRUE
"1_2944045","1",2944045,1700,"AT1G09130","AT1G09130.1","intronic",0.866,0.427536231884058,0.82,0.471698113207547,0.751,0.333943833943834,"CpG",-0.046,-0.069,FALSE,TRUE
"1_2944732","1",2944732,-1244,"AT1G09140","AT1G09140.3","intronic",0.855,0.427312775330396,0.809,0.297029702970297,0.725,0.245343718252624,"CpG",-0.0459999999999999,-0.0840000000000001,FALSE,TRUE
"1_2944733","1",2944733,-1243,"AT1G09140","AT1G09140.3","intronic",0.755,0.387529597474349,0.748,0.340607210626186,0.719,0.25970688998858,"CpG",-0.00700000000000001,-0.029,FALSE,TRUE
"1_2947392","1",2947392,1362,"AT1G09150","AT1G09150.1","intronic",0.779,0.35934664246824,0.771,0.381465517241379,0.703,0.257448945430198,"CpG",-0.00800000000000001,-0.0680000000000001,FALSE,TRUE
"1_2979884","1",2979884,418,"AT1G09220","AT1G09220.1","proximal <=500bp",0.801,0.575,0.747,0.588832487309645,0.703,0.524406332453826,"CpG",-0.054,-0.044,FALSE,TRUE
"1_2980060","1",2980060,594,"AT1G09220","AT1G09220.1","proximal >500&<=1000bp",0.731,0.533007334963325,0.716,0.49618320610687,0.706,0.469458583988894,"CpG",-0.015,-0.01,FALSE,TRUE
"1_2980061","1",2980061,595,"AT1G09220","AT1G09220.1","proximal >500&<=1000bp",0.743,0.470744680851064,0.728,0.477142857142857,0.712,0.464457453481079,"CpG",-0.015,-0.016,FALSE,TRUE
"1_2980232","1",2980232,766,"AT1G09220","AT1G09220.1","proximal >500&<=1000bp",0.841,0.505882352941176,0.827,0.519323671497585,0.815,0.420107719928187,"CpG",-0.014,-0.012,FALSE,TRUE
"1_2980906","1",2980906,-1313,"AT1G09230","AT1G09230.2","intronic",0.794,0.447015834348356,0.733,0.395705521472393,0.721,0.319040974248383,"CpG",-0.061,-0.012,FALSE,TRUE
"1_2999571","1",2999571,-1791,"AT1G09280","AT1G09280.1","intronic",0.817,0.516587677725118,0.785,0.431703204047218,0.769,0.293333333333333,"CpG",-0.0319999999999999,-0.016,FALSE,TRUE
"1_2999572","1",2999572,-1790,"AT1G09280","AT1G09280.1","intronic",0.853,0.469622331691297,0.796,0.417040358744395,0.771,0.294196428571429,"CpG",-0.0569999999999999,-0.025,FALSE,TRUE
"1_3002164","1",3002164,802,"AT1G09280","AT1G09280.1","proximal >500&<=1000bp",0.872,0.48062015503876,0.78,0.49802371541502,0.76,0.4496699669967,"CpG",-0.092,-0.02,FALSE,TRUE
"1_3005497","1",3005497,1734,"AT1G09300","AT1G09300.1","intronic",0.796,0.382978723404255,0.739,0.336,0.706,0.293920335429769,"CpG",-0.057,-0.033,FALSE,TRUE
"1_3045989","1",3045989,-1904,"AT1G09440","AT1G09440.1","intronic",0.782,0.335365853658537,0.758,0.29746835443038,0.733,0.423269581056466,"CpG",-0.024,-0.025,FALSE,TRUE
"1_3050672","1",3050672,1706,"AT1G09450","AT1G09450.1","intronic",0.772,0.364876385336743,0.718,0.300492610837438,0.709,0.266982088543427,"CpG",-0.054,-0.00900000000000001,FALSE,TRUE
"1_3112034","1",3112034,340,"AT1G09610","AT1G09610.1","proximal <=500bp",0.773,0.467105263157895,0.74,0.448916408668731,0.715,0.275033377837116,"CpG",-0.033,-0.025,FALSE,TRUE
"1_3112241","1",3112241,547,"AT1G09610","AT1G09610.1","proximal >500&<=1000bp",0.827,0.508823529411765,0.808,0.5168,0.727,0.277595838952032,"CpG",-0.0189999999999999,-0.0810000000000001,FALSE,TRUE
"1_3134586","1",3134586,-1390,"AT1G09680","AT1G09680.1","intronic",0.912,0.432432432432432,0.824,0.340425531914894,0.721,0.264884568651276,"CpG",-0.0880000000000001,-0.103,FALSE,TRUE
