#chrom	start	end	JSD_bit_	sample size	HMIX_bit_	mC	C	_merge
1	12822214	12822214	0.0	5	0.811	1	3	left_only
1	12822233	12822233	0.0	5	0.811	1	3	left_only
1	12877680	12877680	0.0	5	0.0	0	12	left_only
1	12877682	12877682	0.0	5	0.0	0	12	left_only
1	12950516	12950516	0.0	5	0.0	0	4	left_only
1	12950528	12950528	0.0	5	0.918	2	4	left_only
1	12950592	12950592	0.0	5	0.764	7	2	left_only
1	12950637	12950637	0.0	5	0.811	3	1	left_only
1	12950850	12950850	0.0	5	0.811	1	3	left_only
1	12950866	12950866	0.0	5	0.0	0	4	left_only
1	12951284	12951284	0.0	5	0.985	3	4	left_only
1	12953623	12953623	0.0	5	0.0	0	3	left_only
1	12953625	12953625	0.0	5	0.592	1	6	left_only
1	12953761	12953761	0.0	5	0.0	0	3	left_only
1	12953763	12953763	0.0	5	0.0	0	5	left_only
1	12953784	12953784	0.0	5	0.0	0	5	left_only
1	12953797	12953797	0.0	5	0.0	0	5	left_only
1	12979539	12979539	0.0	5	0.0	0	9	left_only
1	12979573	12979573	0.0	5	0.0	0	7	left_only
1	12984749	12984749	0.0	5	0.0	0	9	left_only
1	12995025	12995025	0.0	5	0.0	3	0	left_only
1	12995379	12995379	0.0	5	0.918	2	1	left_only
1	12995392	12995392	0.0	5	0.0	3	0	left_only
1	12995407	12995407	0.0	5	0.918	2	1	left_only
1	12995520	12995520	0.0	5	0.0	0	4	left_only
1	12995527	12995527	0.0	5	0.811	3	1	left_only
1	12999129	12999129	0.0	5	0.811	1	3	left_only
1	12999148	12999148	0.0	5	0.722	4	1	left_only
1	12999593	12999593	0.0	5	0.811	1	3	left_only
1	13000116	13000116	0.0	5	0.0	0	4	left_only
1	13002882	13002882	0.0	5	0.918	10	5	left_only
1	13010326	13010326	0.0	5	0.918	2	1	left_only
1	13010333	13010333	0.0	5	0.971	2	3	left_only
1	13010341	13010341	0.0	5	0.0	0	6	left_only
1	13010647	13010647	0.0	5	0.0	0	5	left_only
1	13010652	13010652	0.0	5	0.0	0	5	left_only
1	13010664	13010664	0.0	5	0.863	2	5	left_only
1	13010699	13010699	0.0	5	0.954	3	5	left_only
1	13010721	13010721	0.0	5	0.811	6	2	left_only
1	13010748	13010748	0.0	5	0.918	2	1	left_only
1	13012573	13012573	0.0	5	1.0	2	2	left_only
1	13012575	13012575	0.0	5	0.0	3	0	left_only
1	13012629	13012629	0.0	5	0.863	5	2	left_only
1	13012665	13012665	0.0	5	1.0	3	3	left_only
1	13012810	13012810	0.0	5	0.722	4	1	left_only
1	13012819	13012819	0.0	5	0.918	2	4	left_only
1	13012831	13012831	0.0	5	0.0	4	0	left_only
1	13012841	13012841	0.0	5	0.0	0	4	left_only
1	13012844	13012844	0.0	5	0.811	3	1	left_only
1	13013813	13013813	0.0	5	0.0	6	0	left_only
1	13015641	13015641	0.0	5	0.0	0	5	left_only
1	13015664	13015664	0.0	5	0.0	0	4	left_only
1	13015706	13015706	0.0	5	0.0	0	4	left_only
1	13020902	13020902	0.0	5	0.439	1	10	left_only
1	13021116	13021116	0.0	5	0.0	0	3	left_only
1	13021121	13021121	0.0	5	0.918	1	2	left_only
1	13023207	13023207	0.0	5	0.0	0	3	left_only
1	13023402	13023402	0.0	5	0.971	3	2	left_only
1	13023404	13023404	0.0	5	0.918	1	2	left_only
1	13023434	13023434	0.0	5	0.0	0	3	left_only
1	13023440	13023440	0.0	5	0.811	1	3	left_only
1	13023791	13023791	0.0	5	1.0	2	2	left_only
1	13024175	13024175	0.0	5	0.592	2	12	left_only
1	13060313	13060313	0.0	5	0.811	1	3	left_only
1	12861398	12861398	0.0	5	0.918	4	2	left_only
1	12873650	12873650	0.0	5	0.918	4	2	left_only
1	12873663	12873663	0.0	5	0.811	3	1	left_only
1	12873679	12873679	0.0	5	0.918	2	1	left_only
1	12875891	12875891	0.0	5	0.722	4	1	left_only
1	12875894	12875894	0.0	5	0.811	3	1	left_only
1	12875904	12875904	0.0	5	0.811	1	3	left_only
1	12875998	12875998	0.0	5	0.0	0	3	left_only
1	12876220	12876220	0.0	5	0.918	1	2	left_only
1	12876559	12876559	0.0	5	0.722	1	4	left_only
1	12876688	12876688	0.0	5	0.918	1	2	left_only
1	12879384	12879384	0.0	5	0.0	0	9	left_only
1	12879386	12879386	0.0	5	0.0	0	12	left_only
1	12879492	12879492	0.0	5	0.0	0	22	left_only
1	12879850	12879850	0.0	5	0.0	0	17	left_only
1	12880885	12880885	0.0	5	0.0	0	9	left_only
1	12895610	12895610	0.0	5	0.0	0	7	left_only
1	12896431	12896431	0.0	5	0.918	14	7	left_only
1	12906877	12906877	0.0	5	0.65	20	4	left_only
1	12906879	12906879	0.0	5	0.696	13	3	left_only
1	12906891	12906891	0.0	5	0.544	14	2	left_only
1	12906896	12906896	0.0	5	0.837	11	4	left_only
1	12907146	12907146	0.0	5	0.918	1	2	left_only
1	12907213	12907213	0.0	5	0.881	3	7	left_only
1	12907251	12907251	0.0	5	0.863	2	5	left_only
1	12907512	12907512	0.0	5	0.742	4	15	left_only
1	12907552	12907552	0.0	5	0.837	11	4	left_only
1	12917371	12917371	0.0	5	0.0	0	3	left_only
1	12920082	12920082	0.0	5	0.811	9	3	left_only
1	12928790	12928790	0.0	5	0.0	0	11	left_only
1	12928792	12928792	0.0	5	0.362	2	27	left_only
1	12928826	12928826	0.0	5	0.918	16	8	left_only
1	12929191	12929191	0.0	5	0.722	4	1	left_only
1	12954393	12954393	0.0	5	0.0	0	6	left_only
1	12960764	12960764	0.0	5	0.0	0	4	left_only
1	12960908	12960908	0.0	5	0.0	0	12	left_only
1	12960920	12960920	0.0	5	0.0	0	13	left_only
1	12960946	12960946	0.0	5	0.0	0	14	left_only
1	12960951	12960951	0.0	5	0.0	0	15	left_only
1	12960977	12960977	0.0	5	0.0	0	12	left_only
1	12961997	12961997	0.0	5	0.0	0	4	left_only
1	12962725	12962725	0.0	5	0.0	0	14	left_only
1	12993526	12993526	0.0	5	0.811	3	1	left_only
1	12994714	12994714	0.0	5	1.0	2	2	left_only
1	12994737	12994737	0.0	5	0.918	1	2	left_only
1	12994744	12994744	0.0	5	0.918	1	2	left_only
1	12994997	12994997	0.0	5	0.0	0	6	left_only
1	12996342	12996342	0.0	5	0.971	2	3	left_only
1	12996353	12996353	0.0	5	0.811	3	1	left_only
1	12996372	12996372	0.0	5	0.954	3	5	left_only
1	12996867	12996867	0.0	5	0.0	0	8	left_only
1	12997807	12997807	0.0	5	1.0	9	9	left_only
1	12998531	12998531	0.0	5	0.971	2	3	left_only
1	13000547	13000547	0.0	5	0.722	4	1	left_only
1	13001129	13001129	0.0	5	1.0	2	2	left_only
1	13001146	13001146	0.0	5	0.65	1	5	left_only
1	13003101	13003101	-0.0	5	0.971	9	6	left_only
1	13003107	13003107	0.0	5	0.0	0	4	left_only
1	13003133	13003133	0.0	5	0.918	5	10	left_only
1	13003214	13003214	0.0	5	0.985	3	4	left_only
1	13003232	13003232	0.0	5	0.65	1	5	left_only
1	13003247	13003247	0.0	5	0.918	2	1	left_only
1	13003249	13003249	0.0	5	0.722	4	1	left_only
1	13003261	13003261	0.0	5	0.918	1	2	left_only
1	13003263	13003263	0.0	5	0.863	2	5	left_only
1	13003279	13003279	0.0	5	0.918	2	4	left_only
1	13003293	13003293	0.0	5	0.918	4	2	left_only
1	13003306	13003306	0.0	5	0.722	1	4	left_only
1	13003315	13003315	0.0	5	0.0	3	0	left_only
1	13003317	13003317	0.0	5	0.971	2	3	left_only
1	13003718	13003718	0.0	5	0.0	0	19	left_only
1	13003720	13003720	0.0	5	0.0	0	3	left_only
1	13003736	13003736	0.0	5	0.874	12	5	left_only
1	13003738	13003738	0.0	5	0.0	4	0	left_only
1	13003758	13003758	0.0	5	0.993	11	9	left_only
1	13003760	13003760	0.0	5	0.811	3	1	left_only
1	13003828	13003828	0.0	5	0.996	6	7	left_only
1	13003830	13003830	0.0	5	0.918	1	2	left_only
1	13003845	13003845	0.0	5	0.0	0	10	left_only
1	13003850	13003850	0.0	5	0.811	2	6	left_only
1	13003868	13003868	0.0	5	0.811	6	2	left_only
1	13003990	13003990	0.0	5	0.0	0	8	left_only
1	13004000	13004000	0.0	5	0.985	4	3	left_only
1	13004008	13004008	0.0	5	0.0	0	6	left_only
1	13004010	13004010	0.0	5	0.722	1	4	left_only
1	13004026	13004026	0.0	5	0.0	0	8	left_only
1	13004068	13004068	0.0	5	0.961	5	8	left_only
1	13004070	13004070	0.0	5	0.971	3	2	left_only
1	13004078	13004078	0.0	5	0.977	7	10	left_only
1	13004080	13004080	0.0	5	0.918	2	4	left_only
1	13004090	13004090	0.0	5	0.964	11	7	left_only
1	13004092	13004092	0.0	5	0.592	6	1	left_only
1	13004126	13004126	0.0	5	0.0	0	14	left_only
1	13004128	13004128	0.0	5	0.722	1	4	left_only
1	13004157	13004157	0.0	5	0.787	13	4	left_only
1	13004159	13004159	0.0	5	0.722	4	1	left_only
1	13004168	13004168	0.0	5	0.503	16	2	left_only
1	13004170	13004170	0.0	5	0.592	6	1	left_only
1	13004176	13004176	0.0	5	0.696	13	3	left_only
1	13004178	13004178	0.0	5	0.0	6	0	left_only
1	13004235	13004235	0.0	5	0.996	6	7	left_only
1	13004284	13004284	0.0	5	0.954	5	3	left_only
1	13004286	13004286	0.0	5	0.863	2	5	left_only
1	13004341	13004341	0.0	5	0.961	5	8	left_only
1	13004355	13004355	0.0	5	0.845	3	8	left_only
1	13004426	13004426	0.0	5	0.0	0	12	left_only
1	13004428	13004428	0.0	5	0.0	0	4	left_only
1	13004464	13004464	0.0	5	0.831	14	5	left_only
1	13004466	13004466	0.0	5	0.811	3	1	left_only
1	13004482	13004482	0.0	5	0.918	8	16	left_only
1	13004484	13004484	0.0	5	0.0	0	4	left_only
1	13004521	13004521	0.0	5	0.975	16	11	left_only
1	13004523	13004523	0.0	5	0.469	9	1	left_only
1	13004525	13004525	-0.0	5	0.667	19	4	left_only
1	13004527	13004527	0.0	5	0.0	10	0	left_only
1	13004543	13004543	0.0	5	0.881	6	14	left_only
1	13004545	13004545	0.0	5	0.722	8	2	left_only
1	13004614	13004614	0.0	5	1.0	9	9	left_only
1	13004616	13004616	0.0	5	1.0	4	4	left_only
1	13004619	13004619	0.0	5	0.959	13	8	left_only
1	13004621	13004621	0.0	5	0.918	4	2	left_only
1	13004629	13004629	0.0	5	0.9	6	13	left_only
1	13004631	13004631	0.0	5	0.954	3	5	left_only
1	13004636	13004636	0.0	5	0.991	8	10	left_only
1	13004638	13004638	0.0	5	0.811	2	6	left_only
1	13004646	13004646	0.0	5	0.949	12	7	left_only
1	13004648	13004648	0.0	5	0.954	5	3	left_only
1	13004651	13004651	0.0	5	0.918	12	6	left_only
1	13004653	13004653	0.0	5	0.985	4	3	left_only
1	13004707	13004707	0.0	5	0.863	2	5	left_only
1	13004709	13004709	0.0	5	0.684	2	9	left_only
1	13004710	13004710	0.0	5	1.0	3	3	left_only
1	13004712	13004712	0.0	5	0.811	9	3	left_only
1	13004714	13004714	0.0	5	0.918	2	4	left_only
1	13004716	13004716	0.0	5	0.0	0	12	left_only
1	13004746	13004746	0.0	5	0.863	2	5	left_only
1	13004813	13004813	0.0	5	0.353	14	1	left_only
1	13004815	13004815	0.0	5	0.918	2	1	left_only
1	13004824	13004824	-0.0	5	0.971	9	6	left_only
1	13004826	13004826	0.0	5	0.918	1	2	left_only
1	13004834	13004834	0.0	5	0.989	7	9	left_only
1	13004890	13004890	0.0	5	0.918	4	8	left_only
1	13004892	13004892	0.0	5	0.779	10	3	left_only
1	13004902	13004902	0.0	5	0.94	5	9	left_only
1	13004909	13004909	0.0	5	0.89	9	4	left_only
1	13004911	13004911	0.0	5	0.75	11	3	left_only
1	13004930	13004930	0.0	5	0.881	14	6	left_only
1	13004932	13004932	0.0	5	0.998	9	10	left_only
1	13004965	13004965	0.0	5	0.696	13	3	left_only
1	13004975	13004975	0.0	5	0.0	0	16	left_only
1	13005039	13005039	0.0	5	0.0	3	0	left_only
1	13005052	13005052	0.0	5	1.0	2	2	left_only
1	13005061	13005061	0.0	5	0.0	5	0	left_only
1	13005876	13005876	0.0	5	0.845	8	3	left_only
1	13006482	13006482	0.0	5	0.845	3	8	left_only
1	13008763	13008763	0.0	5	0.811	1	3	left_only
1	13009725	13009725	0.0	5	0.0	0	3	left_only
1	13013368	13013368	0.0	5	0.65	5	1	left_only
1	13013561	13013561	0.0	5	0.592	6	1	left_only
1	13013568	13013568	0.0	5	0.592	1	6	left_only
1	13013668	13013668	0.0	5	1.0	3	3	left_only
1	13013674	13013674	0.0	5	0.0	6	0	left_only
1	13013700	13013700	0.0	5	1.0	2	2	left_only
1	13023012	13023012	0.0	5	1.0	2	2	left_only
1	13024609	13024609	0.0	5	0.0	0	9	left_only
1	13028121	13028121	0.0	5	0.0	5	0	left_only
1	13028126	13028126	0.0	5	1.0	2	2	left_only
1	13049153	13049153	0.0	5	0.0	0	4	left_only
1	13058991	13058991	0.0	5	0.0	0	18	left_only
1	13059332	13059332	0.0	5	1.0	2	2	left_only
1	13070910	13070910	0.0	5	0.722	4	1	left_only
1	13070912	13070912	0.0	5	0.544	7	1	left_only
1	13070919	13070919	0.0	5	0.971	2	3	left_only
1	12902195	12902195	0.0	5	0.0	0	9	left_only
1	12959836	12959836	0.0	5	0.954	3	5	left_only
1	13010086	13010086	0.0	5	0.918	1	2	left_only
1	13012017	13012017	0.0	5	0.918	2	1	left_only
1	13012027	13012027	0.0	5	0.0	0	4	left_only
1	13012052	13012052	0.0	5	0.0	0	4	left_only
1	13012072	13012072	0.0	5	0.722	1	4	left_only
1	13012107	13012107	0.0	5	0.971	3	2	left_only
1	13013672	13013672	0.0	5	0.918	2	1	left_only
1	13014379	13014379	0.0	5	0.0	0	3	left_only
1	13067305	13067305	0.0	5	0.0	0	4	left_only
1	13067312	13067312	0.0	5	0.0	0	3	left_only
1	12939913	12939913	0.0	5	0.0	0	3	left_only
1	12942876	12942876	0.0	5	0.65	1	5	left_only
1	12942903	12942903	0.0	5	0.439	1	10	left_only
1	12943071	12943071	0.0	5	0.722	1	4	left_only
1	12943138	12943138	0.0	5	0.0	0	13	left_only
1	12943176	12943176	0.0	5	0.0	0	17	left_only
1	12943824	12943824	0.0	5	0.503	8	1	left_only
1	12943826	12943826	0.0	5	1.0	3	3	left_only
1	12943837	12943837	0.0	5	0.996	7	6	left_only
1	12943839	12943839	0.0	5	0.918	3	6	left_only
1	12943943	12943943	0.0	5	0.961	8	5	left_only
1	12943945	12943945	0.0	5	0.918	1	2	left_only
1	12944307	12944307	0.0	5	0.971	2	3	left_only
1	12944547	12944547	0.0	5	1.0	2	2	left_only
1	12944563	12944563	0.0	5	0.863	10	4	left_only
1	12944565	12944565	0.0	5	0.863	5	2	left_only
1	12944595	12944595	0.0	5	0.997	8	7	left_only
1	12944597	12944597	0.0	5	0.961	5	8	left_only
1	12944608	12944608	0.0	5	0.792	5	16	left_only
1	12944610	12944610	0.0	5	0.94	9	5	left_only
1	12944614	12944614	0.0	5	0.845	6	16	left_only
1	12944616	12944616	0.0	5	0.94	5	9	left_only
1	12944620	12944620	-0.0	5	0.667	4	19	left_only
1	12944622	12944622	0.0	5	0.996	6	7	left_only
1	12944636	12944636	0.0	5	0.764	6	21	left_only
1	12944638	12944638	0.0	5	0.845	3	8	left_only
1	12944648	12944648	0.0	5	0.938	20	11	left_only
1	12944650	12944650	0.0	5	0.954	3	5	left_only
1	12944655	12944655	0.0	5	0.784	7	23	left_only
1	12944657	12944657	0.0	5	0.811	2	6	left_only
1	12944661	12944661	0.0	5	0.592	6	1	left_only
1	12945667	12945667	0.0	5	0.918	2	4	left_only
1	12945690	12945690	0.0	5	0.65	1	5	left_only
1	12945714	12945714	0.0	5	0.722	1	4	left_only
1	12945730	12945730	0.0	5	0.971	2	3	left_only
1	12945871	12945871	0.0	5	0.755	5	18	left_only
1	12946148	12946148	0.0	5	0.722	1	4	left_only
1	12946151	12946151	0.0	5	0.722	1	4	left_only
1	12946177	12946177	0.0	5	0.722	1	4	left_only
1	12946192	12946192	0.0	5	0.811	1	3	left_only
1	12946202	12946202	0.0	5	0.811	1	3	left_only
1	12946471	12946471	0.0	5	0.918	3	6	left_only
1	12946981	12946981	0.0	5	0.0	0	3	left_only
1	12950398	12950398	0.0	5	0.0	0	5	left_only
1	12950401	12950401	0.0	5	0.0	0	4	left_only
1	12950410	12950410	0.0	5	0.0	0	3	left_only
1	13158225	13158225	0.0	5	0.0	0	16	left_only
1	13158558	13158558	0.0	5	0.0	0	11	left_only
1	13158564	13158564	0.0	5	0.0	0	13	left_only
1	13158566	13158566	0.0	5	0.0	0	13	left_only
1	13158582	13158582	0.0	5	0.0	0	16	left_only
1	13158606	13158606	0.0	5	0.0	0	13	left_only
1	13158763	13158763	0.0	5	0.65	1	5	left_only
1	13158784	13158784	0.0	5	0.0	0	7	left_only
1	13158831	13158831	0.0	5	0.0	0	4	left_only
1	13158833	13158833	0.0	5	0.722	4	1	left_only
1	13183103	13183103	0.0	5	0.0	0	4	left_only
1	13191101	13191101	0.0	5	0.811	1	3	left_only
1	13191113	13191113	0.0	5	0.971	2	3	left_only
1	13191600	13191600	0.0	5	0.0	0	4	left_only
1	13191609	13191609	0.0	5	1.0	2	2	left_only
1	13212973	13212973	0.0	5	0.918	1	2	left_only
1	13212985	13212985	0.0	5	0.811	1	3	left_only
1	13213043	13213043	0.0	5	0.0	0	9	left_only
1	13213060	13213060	0.0	5	0.0	0	8	left_only
1	13232583	13232583	0.0	5	0.65	5	1	left_only
1	13232589	13232589	0.0	5	0.985	3	4	left_only
1	13233280	13233280	0.0	5	0.918	2	1	left_only
1	13242138	13242138	0.0	5	0.544	1	7	left_only
1	13264149	13264149	0.0	5	0.918	2	1	left_only
1	13265854	13265854	0.0	5	0.0	3	0	left_only
1	13270858	13270858	0.0	5	0.722	4	1	left_only
1	13084794	13084794	0.0	5	0.971	8	12	left_only
1	13084800	13084800	0.0	5	0.742	15	4	left_only
1	13084850	13084850	0.0	5	0.977	7	10	left_only
1	13084859	13084859	0.0	5	0.672	3	14	left_only
1	13110250	13110250	0.0	5	0.991	4	5	left_only
1	13116214	13116214	0.0	5	0.0	0	6	left_only
1	13116217	13116217	0.0	5	0.0	0	3	left_only
1	13116317	13116317	0.0	5	0.0	0	13	left_only
1	13117101	13117101	0.0	5	0.0	0	9	left_only
1	13117103	13117103	0.0	5	0.0	0	9	left_only
1	13119482	13119482	0.0	5	0.863	5	2	left_only
1	13119484	13119484	0.0	5	0.998	9	8	left_only
1	13119595	13119595	0.0	5	0.959	13	8	left_only
1	13119597	13119597	0.0	5	0.998	9	8	left_only
1	13119601	13119601	0.0	5	0.845	6	16	left_only
1	13119636	13119636	0.0	5	1.0	10	10	left_only
1	13119638	13119638	0.0	5	0.954	5	3	left_only
1	13119639	13119639	0.0	5	0.811	5	15	left_only
1	13119641	13119641	0.0	5	0.863	2	5	left_only
1	13119668	13119668	0.0	5	0.954	10	6	left_only
1	13119696	13119696	0.0	5	0.985	4	3	left_only
1	13119728	13119728	0.0	5	0.863	5	2	left_only
1	13119730	13119730	0.0	5	0.994	5	6	left_only
1	13119738	13119738	0.0	5	0.469	1	9	left_only
1	13119752	13119752	0.0	5	0.764	7	2	left_only
1	13119755	13119755	0.0	5	0.722	8	2	left_only
1	13119769	13119769	0.0	5	0.722	8	2	left_only
1	13119771	13119771	0.0	5	0.469	9	1	left_only
1	13119794	13119794	0.0	5	0.991	4	5	left_only
1	13119796	13119796	0.0	5	0.971	6	4	left_only
1	13119848	13119848	0.0	5	0.414	11	1	left_only
1	13119850	13119850	0.0	5	0.371	13	1	left_only
1	13119868	13119868	0.0	5	1.0	7	7	left_only
1	13119871	13119871	0.0	5	0.998	9	8	left_only
1	13119878	13119878	0.0	5	0.811	12	4	left_only
1	13119905	13119905	0.0	5	0.993	9	11	left_only
1	13119906	13119906	0.0	5	0.65	10	2	left_only
1	13119908	13119908	0.0	5	0.61	17	3	left_only
1	13119910	13119910	0.0	5	0.65	10	2	left_only
1	13119912	13119912	0.0	5	0.629	16	3	left_only
1	13119935	13119935	0.0	5	0.592	6	1	left_only
1	13119937	13119937	0.0	5	0.811	9	3	left_only
1	13119942	13119942	0.0	5	0.0	5	0	left_only
1	13119944	13119944	0.0	5	0.918	8	4	left_only
1	13119955	13119955	0.0	5	0.89	4	9	left_only
1	13119963	13119963	0.0	5	0.985	4	3	left_only
1	13119965	13119965	0.0	5	0.996	7	6	left_only
1	13120048	13120048	0.0	5	0.672	3	14	left_only
1	13120081	13120081	0.0	5	0.684	9	2	left_only
1	13120083	13120083	0.0	5	0.976	13	9	left_only
1	13120134	13120134	0.0	5	0.0	11	0	left_only
1	13120136	13120136	0.0	5	0.65	10	2	left_only
1	13120164	13120164	-0.0	5	0.98	5	7	left_only
1	13120166	13120166	0.0	5	0.918	3	6	left_only
1	13120177	13120177	0.0	5	0.918	8	4	left_only
1	13120179	13120179	0.0	5	0.881	7	3	left_only
1	13120193	13120193	0.0	5	0.971	6	4	left_only
1	13120195	13120195	0.0	5	0.837	4	11	left_only
1	13120227	13120227	0.0	5	0.946	7	4	left_only
1	13120229	13120229	0.0	5	0.371	13	1	left_only
1	13120233	13120233	0.0	5	0.946	7	4	left_only
1	13120235	13120235	0.0	5	0.985	8	6	left_only
1	13120270	13120270	0.0	5	0.946	7	4	left_only
1	13121292	13121292	0.0	5	0.0	0	16	left_only
1	13121341	13121341	0.0	5	0.0	0	7	left_only
1	13122204	13122204	0.0	5	0.337	1	15	left_only
1	13122206	13122206	0.0	5	0.31	1	17	left_only
1	13123860	13123860	0.0	5	0.0	0	8	left_only
1	13133936	13133936	0.0	5	1.0	3	3	left_only
1	13133951	13133951	0.0	5	0.0	0	3	left_only
1	13148856	13148856	0.0	5	0.918	1	2	left_only
1	13148863	13148863	0.0	5	0.918	1	2	left_only
1	13173591	13173591	0.0	5	0.0	0	3	left_only
1	13178118	13178118	0.0	5	0.918	1	2	left_only
1	13178122	13178122	0.0	5	0.918	1	2	left_only
1	13178166	13178166	0.0	5	0.0	0	5	left_only
1	13183290	13183290	0.0	5	0.811	3	1	left_only
1	13183473	13183473	0.0	5	1.0	6	6	left_only
1	13183501	13183501	0.0	5	0.946	4	7	left_only
1	13183541	13183541	0.0	5	0.863	5	2	left_only
1	13183556	13183556	0.0	5	0.0	4	0	left_only
1	13184399	13184399	0.0	5	0.65	1	5	left_only
1	13184404	13184404	0.0	5	0.863	5	2	left_only
1	13184423	13184423	0.0	5	1.0	4	4	left_only
1	13184425	13184425	0.0	5	0.0	4	0	left_only
1	13184474	13184474	0.0	5	0.971	2	3	left_only
1	13184476	13184476	0.0	5	0.0	4	0	left_only
1	13184486	13184486	0.0	5	0.0	3	0	left_only
1	13184488	13184488	0.0	5	0.811	3	1	left_only
1	13184500	13184500	0.0	5	0.811	3	1	left_only
1	13186992	13186992	0.0	5	0.811	9	3	left_only
1	13187030	13187030	-0.0	5	0.98	7	5	left_only
1	13260376	13260376	0.0	5	0.0	5	0	left_only
1	13260381	13260381	0.0	5	0.0	4	0	left_only
1	13285854	13285854	0.0	5	0.544	7	1	left_only
1	13128379	13128379	0.0	5	0.918	4	8	left_only
1	13128381	13128381	0.0	5	0.811	1	3	left_only
1	13128405	13128405	0.0	5	0.722	2	8	left_only
1	13128412	13128412	0.0	5	0.0	3	0	left_only
1	13128460	13128460	0.0	5	0.0	0	7	left_only
1	13128462	13128462	0.0	5	0.592	1	6	left_only
1	13128492	13128492	0.0	5	0.592	1	6	left_only
1	13129131	13129131	0.0	5	0.469	1	9	left_only
1	13130455	13130455	0.0	5	0.0	0	6	left_only
1	13130469	13130469	0.0	5	0.0	0	5	left_only
1	13130471	13130471	0.0	5	0.0	0	4	left_only
1	13134483	13134483	0.0	5	0.985	3	4	left_only
1	13138194	13138194	0.0	5	0.0	0	4	left_only
1	13146117	13146117	0.0	5	0.0	0	7	left_only
1	13165339	13165339	0.0	5	0.971	2	3	left_only
1	13166236	13166236	0.0	5	0.0	0	12	left_only
1	13169409	13169409	0.0	5	0.722	1	4	left_only
1	13174421	13174421	0.0	5	0.0	3	0	left_only
1	13174688	13174688	0.0	5	0.65	1	5	left_only
1	13174708	13174708	0.0	5	0.811	1	3	left_only
1	13174846	13174846	0.0	5	0.918	2	1	left_only
1	13174852	13174852	0.0	5	0.0	4	0	left_only
1	13174890	13174890	0.0	5	0.0	0	7	left_only
1	13174900	13174900	0.0	5	1.0	4	4	left_only
1	13174909	13174909	0.0	5	0.0	0	9	left_only
1	13174912	13174912	0.0	5	0.881	3	7	left_only
1	13189175	13189175	0.0	5	0.918	1	2	left_only
1	13189189	13189189	0.0	5	0.918	1	2	left_only
1	13189192	13189192	0.0	5	0.918	1	2	left_only
1	13189195	13189195	0.0	5	0.918	2	1	left_only
1	13199824	13199824	0.0	5	0.0	0	4	left_only
1	13209680	13209680	0.0	5	0.0	0	5	left_only
1	13216443	13216443	0.0	5	0.0	0	5	left_only
1	13216463	13216463	0.0	5	0.0	0	4	left_only
1	13216476	13216476	0.0	5	0.0	0	4	left_only
1	13217172	13217172	0.0	5	0.0	0	3	left_only
1	13217200	13217200	0.0	5	0.0	0	5	left_only
1	13217207	13217207	0.0	5	0.722	1	4	left_only
1	13217235	13217235	0.0	5	0.0	0	10	left_only
1	13217817	13217817	0.0	5	0.0	0	3	left_only
1	13217819	13217819	0.0	5	0.0	0	7	left_only
1	13218437	13218437	0.0	5	0.971	2	3	left_only
1	13219607	13219607	0.0	5	0.0	0	5	left_only
1	13219641	13219641	0.0	5	0.918	1	2	left_only
1	13219646	13219646	0.0	5	1.0	2	2	left_only
1	13220010	13220010	0.0	5	0.722	4	1	left_only
1	13220023	13220023	0.0	5	0.722	4	1	left_only
1	13221469	13221469	0.0	5	0.0	0	7	left_only
1	13221471	13221471	0.0	5	0.0	0	22	left_only
1	13221486	13221486	0.0	5	0.0	0	5	left_only
1	13221488	13221488	0.0	5	0.0	0	21	left_only
1	13221502	13221502	0.0	5	0.0	0	20	left_only
1	13221715	13221715	0.0	5	0.0	0	9	left_only
1	13221717	13221717	0.0	5	0.0	0	3	left_only
1	13221730	13221730	0.0	5	0.0	0	9	left_only
1	13221732	13221732	0.0	5	0.0	0	8	left_only
1	13221774	13221774	0.0	5	0.469	1	9	left_only
1	13221776	13221776	0.0	5	0.0	0	10	left_only
1	13221787	13221787	0.0	5	0.0	0	8	left_only
1	13221789	13221789	0.0	5	0.0	0	9	left_only
1	13221846	13221846	0.0	5	0.0	0	7	left_only
1	13222005	13222005	0.0	5	0.0	0	7	left_only
1	13222017	13222017	0.0	5	0.0	0	11	left_only
1	13222053	13222053	0.0	5	0.0	0	9	left_only
1	13222075	13222075	0.0	5	0.0	0	5	left_only
1	13222161	13222161	0.0	5	0.0	0	6	left_only
1	13222206	13222206	0.0	5	0.0	0	8	left_only
1	13230686	13230686	0.0	5	0.0	6	0	left_only
1	13231819	13231819	0.0	5	0.391	12	1	left_only
1	13231821	13231821	0.0	5	0.852	13	5	left_only
1	13232110	13232110	0.0	5	0.863	2	5	left_only
1	13232142	13232142	0.0	5	0.0	0	5	left_only
1	13232144	13232144	0.0	5	0.0	0	8	left_only
1	13233025	13233025	0.0	5	0.0	0	3	left_only
1	13233063	13233063	0.0	5	0.544	1	7	left_only
1	13233073	13233073	0.0	5	0.985	4	3	left_only
1	13233075	13233075	0.0	5	1.0	3	3	left_only
1	13233124	13233124	0.0	5	0.0	0	4	left_only
1	13234436	13234436	0.0	5	0.469	1	9	left_only
1	13234896	13234896	0.0	5	0.0	3	0	left_only
1	13234960	13234960	0.0	5	0.971	3	2	left_only
1	13241173	13241173	0.0	5	0.0	0	3	left_only
