"ID","chromosome","location","distance2nearestTSS","nearestTSS.gene_id","nearestTSS","class","JSD_bit_10C","meth_10C","JSD_bit_16C","meth_16C","JSD_bit_22C","meth_22C","context","diff_16_10","diff_22_16","consistent_increase","consistent_decrease"
"1_2644543","1",2644543,-1505,"AT1G08400","AT1G08400.1","intronic",0.72,0.487738419618529,0.822,0.497175141242938,0.842,0.495636998254799,"CpG",0.102,0.02,TRUE,FALSE
"1_2644544","1",2644544,-1504,"AT1G08400","AT1G08400.1","intronic",0.787,0.516227180527383,0.791,0.483890577507599,0.833,0.487237921604376,"CpG",0.004,0.0419999999999999,TRUE,FALSE
"1_2652712","1",2652712,3175,"AT1G08420","AT1G08420.2","intronic",0.762,0.476351351351351,0.798,0.50197628458498,0.823,0.518139429091323,"CpG",0.036,0.0249999999999999,TRUE,FALSE
"1_2653764","1",2653764,4227,"AT1G08420","AT1G08420.2","intronic",0.701,0.577971646673937,0.736,0.556555269922879,0.806,0.498641955583959,"CpG",0.035,0.0700000000000001,TRUE,FALSE
"1_2653765","1",2653765,4228,"AT1G08420","AT1G08420.2","intronic",0.779,0.578811369509044,0.802,0.580128205128205,0.862,0.511339773204536,"CpG",0.023,0.0599999999999999,TRUE,FALSE
"1_2654515","1",2654515,-4087,"AT1G08430","AT1G08430.1","intronic",0.746,0.428745432399513,0.756,0.424657534246575,0.772,0.476353373813393,"CpG",0.01,0.016,TRUE,FALSE
"1_2668505","1",2668505,-3320,"AT1G08450","AT1G08450.2","intronic",0.701,0.512690355329949,0.716,0.565644171779141,0.718,0.359461805555556,"CpG",0.015,0.002,TRUE,FALSE
"1_2698289","1",2698289,1908,"AT1G08520","AT1G08520.1","intronic",0.718,0.637614678899083,0.783,0.591339648173207,0.798,0.519520743336865,"CpG",0.0650000000000001,0.015,TRUE,FALSE
"1_2699855","1",2699855,-1126,"AT1G08530","AT1G08530.1","intronic",0.744,0.555370524562864,0.81,0.525118483412322,0.817,0.54659919981172,"CpG",0.0660000000000001,0.0069999999999999,TRUE,FALSE
"1_2705079","1",2705079,1784,"AT1G08540","AT1G08540.1","intronic",0.782,0.40632603406326,0.79,0.38903743315508,0.842,0.391000358551452,"CpG",0.00800000000000001,0.0519999999999999,TRUE,FALSE
"1_2706233","1",2706233,-635,"AT1G08550","AT1G08550.1","proximal >500&<=1000bp",0.755,0.420856610800745,0.769,0.407982261640798,0.845,0.483446200150489,"CpG",0.014,0.076,TRUE,FALSE
"1_2728026","1",2728026,4202,"AT1G08600","AT1G08600.4","intronic",0.776,0.577251184834123,0.799,0.513761467889908,0.9,0.466429298067141,"CpG",0.023,0.101,TRUE,FALSE
"1_2728826","1",2728826,5002,"AT1G08600","AT1G08600.4","intronic",0.714,0.692946058091286,0.717,0.634730538922156,0.724,0.621509433962264,"CpG",0.003,0.00700000000000001,TRUE,FALSE
"1_2732111","1",2732111,-3708,"AT1G08610","AT1G08610.1","intronic",0.816,0.62589928057554,0.85,0.614583333333333,0.884,0.528384279475983,"CpG",0.034,0.034,TRUE,FALSE
"1_2732185","1",2732185,-3634,"AT1G08610","AT1G08610.1","intronic",0.702,0.654135338345865,0.764,0.521739130434783,0.833,0.486999430631998,"CpG",0.062,0.069,TRUE,FALSE
"1_2734294","1",2734294,-1525,"AT1G08610","AT1G08610.1","intronic",0.764,0.518348623853211,0.766,0.54679802955665,0.811,0.431012568846208,"CpG",0.002,0.045,TRUE,FALSE
"1_2738079","1",2738079,1225,"AT1G08620","AT1G08620.4","intronic",0.715,0.553153153153153,0.799,0.46304347826087,0.832,0.488564613441841,"CpG",0.0840000000000001,0.0329999999999999,TRUE,FALSE
"1_2738080","1",2738080,1226,"AT1G08620","AT1G08620.4","intronic",0.722,0.5328125,0.763,0.447524752475248,0.826,0.484216275259421,"CpG",0.041,0.063,TRUE,FALSE
"1_2739681","1",2739681,2827,"AT1G08620","AT1G08620.4","intronic",0.744,0.417910447761194,0.813,0.424307036247335,0.821,0.44674355495251,"CpG",0.069,0.00800000000000001,TRUE,FALSE
"1_2739682","1",2739682,2828,"AT1G08620","AT1G08620.4","intronic",0.768,0.439024390243902,0.81,0.376712328767123,0.842,0.460324355632783,"CpG",0.042,0.0319999999999999,TRUE,FALSE
"1_2740151","1",2740151,3297,"AT1G08620","AT1G08620.4","intronic",0.706,0.563255439161966,0.719,0.515744680851064,0.772,0.565683992759245,"CpG",0.013,0.053,TRUE,FALSE
"1_2740330","1",2740330,3476,"AT1G08620","AT1G08620.4","intronic",0.707,0.394719471947195,0.721,0.383551114527287,0.738,0.340866290018832,"CpG",0.014,0.017,TRUE,FALSE
"1_2741217","1",2741217,4363,"AT1G08620","AT1G08620.4","intronic",0.804,0.420634920634921,0.816,0.440677966101695,0.84,0.44862480539699,"CpG",0.0119999999999999,0.024,TRUE,FALSE
"1_2758011","1",2758011,-1268,"AT1G08660","AT1G08660.3","intronic",0.721,0.623471882640587,0.724,0.54178674351585,0.794,0.464202220923437,"CpG",0.003,0.0700000000000001,TRUE,FALSE
"1_2758591","1",2758591,-688,"AT1G08660","AT1G08660.3","proximal >500&<=1000bp",0.733,0.319416832339298,0.735,0.32732516222062,0.76,0.294843168527379,"CpG",0.002,0.025,TRUE,FALSE
"1_2764120","1",2764120,1530,"AT1G08680","AT1G08680.5","intronic",0.739,0.495535714285714,0.786,0.493055555555556,0.817,0.596390484003281,"CpG",0.047,0.0309999999999999,TRUE,FALSE
"1_2764121","1",2764121,1531,"AT1G08680","AT1G08680.5","intronic",0.788,0.433497536945813,0.796,0.413265306122449,0.822,0.560242624758754,"CpG",0.00800000000000001,0.0259999999999999,TRUE,FALSE
"1_2766877","1",2766877,-2631,"AT1G08695","AT1G08695.1","intronic",0.733,0.318181818181818,0.79,0.320652173913043,0.898,0.504653868528214,"CpG",0.057,0.108,TRUE,FALSE
"1_2766878","1",2766878,-2630,"AT1G08695","AT1G08695.1","intronic",0.721,0.271957671957672,0.777,0.349090909090909,0.869,0.402975972679595,"CpG",0.056,0.092,TRUE,FALSE
"1_2767453","1",2767453,-2055,"AT1G08695","AT1G08695.1","intronic",0.756,0.562982005141388,0.785,0.533333333333333,0.812,0.639192366201079,"CpG",0.029,0.027,TRUE,FALSE
"1_2772776","1",2772776,1156,"AT1G08710","AT1G08710.2","intronic",0.733,0.422552664188352,0.743,0.46978021978022,0.757,0.350861580778254,"CpG",0.01,0.014,TRUE,FALSE
"1_2775256","1",2775256,1315,"AT1G08720","AT1G08720.2","intronic",0.755,0.459662288930582,0.767,0.404086265607264,0.793,0.451341702176667,"CpG",0.012,0.026,TRUE,FALSE
"1_2775257","1",2775257,1316,"AT1G08720","AT1G08720.2","intronic",0.801,0.461111111111111,0.831,0.350267379679144,0.833,0.456451029996386,"CpG",0.0299999999999999,0.002,TRUE,FALSE
"1_2776937","1",2776937,-2501,"AT1G08730","AT1G08730.2","intronic",0.735,0.551581843191197,0.812,0.537070524412297,0.859,0.420808174640037,"CpG",0.0770000000000001,0.0469999999999999,TRUE,FALSE
"1_2776938","1",2776938,-2500,"AT1G08730","AT1G08730.2","intronic",0.767,0.545454545454545,0.773,0.484375,0.811,0.385985926036832,"CpG",0.006,0.038,TRUE,FALSE
"1_2802613","1",2802613,1535,"AT1G08750","AT1G08750.2","intronic",0.718,0.456459330143541,0.744,0.46242774566474,0.762,0.400511135450895,"CpG",0.026,0.018,TRUE,FALSE
"1_2802814","1",2802814,1736,"AT1G08750","AT1G08750.2","intronic",0.704,0.603369065849923,0.743,0.619377162629758,0.814,0.529745042492918,"CpG",0.039,0.071,TRUE,FALSE
"1_2803263","1",2803263,-1781,"AT1G08760","AT1G08760.1","intronic",0.759,0.354243542435424,0.78,0.329710144927536,0.808,0.34213929429152,"CpG",0.021,0.028,TRUE,FALSE
"1_2803587","1",2803587,-1457,"AT1G08760","AT1G08760.1","intronic",0.717,0.588768115942029,0.721,0.486486486486487,0.799,0.446945337620579,"CpG",0.004,0.0780000000000001,TRUE,FALSE
"1_2806295","1",2806295,1251,"AT1G08760","AT1G08760.1","intronic",0.731,0.476237623762376,0.739,0.451901565995526,0.754,0.370045045045045,"CpG",0.00800000000000001,0.015,TRUE,FALSE
"1_2806296","1",2806296,1252,"AT1G08760","AT1G08760.1","intronic",0.712,0.496551724137931,0.73,0.415584415584416,0.762,0.366925064599483,"CpG",0.018,0.032,TRUE,FALSE
"1_2807169","1",2807169,-1591,"AT1G08770","AT1G08770.1","intronic",0.753,0.426914153132251,0.835,0.449468085106383,0.839,0.443025167573037,"CpG",0.082,0.004,TRUE,FALSE
"1_2807170","1",2807170,-1590,"AT1G08770","AT1G08770.1","intronic",0.707,0.418326693227092,0.721,0.401273885350318,0.776,0.41914022517912,"CpG",0.014,0.055,TRUE,FALSE
"1_2807346","1",2807346,-1414,"AT1G08770","AT1G08770.1","intronic",0.734,0.472168905950096,0.764,0.42809364548495,0.848,0.49400123685838,"CpG",0.03,0.084,TRUE,FALSE
"1_2807991","1",2807991,-769,"AT1G08770","AT1G08770.1","proximal >500&<=1000bp",0.717,0.396494156928214,0.764,0.394787644787645,0.773,0.347336660090519,"CpG",0.047,0.00900000000000001,TRUE,FALSE
"1_2815929","1",2815929,-1710,"AT1G08800","AT1G08800.4","intronic",0.724,0.458333333333333,0.731,0.363867684478371,0.751,0.412656558998022,"CpG",0.00700000000000001,0.02,TRUE,FALSE
"1_2822584","1",2822584,2106,"AT1G08810","AT1G08810.1","intronic",0.788,0.436708860759494,0.802,0.410358565737052,0.83,0.426894343649947,"CpG",0.014,0.0279999999999999,TRUE,FALSE
"1_2822843","1",2822843,2365,"AT1G08810","AT1G08810.1","intronic",0.717,0.581395348837209,0.721,0.578313253012048,0.748,0.500809997685721,"CpG",0.004,0.027,TRUE,FALSE
"1_2829944","1",2829944,2826,"AT1G08830","AT1G08830.2","intronic",0.762,0.450704225352113,0.77,0.377906976744186,0.781,0.401884700665188,"CpG",0.00800000000000001,0.011,TRUE,FALSE
"1_2859662","1",2859662,3500,"AT1G08910","AT1G08910.1","intronic",0.755,0.567656765676568,0.76,0.585106382978723,0.816,0.493171148100726,"CpG",0.005,0.0559999999999999,TRUE,FALSE
"1_2881306","1",2881306,-1185,"AT1G08970","AT1G08970.2","intronic",0.733,0.24390243902439,0.789,0.31547619047619,0.802,0.324511657214871,"CpG",0.056,0.013,TRUE,FALSE
"1_2881307","1",2881307,-1184,"AT1G08970","AT1G08970.2","intronic",0.701,0.267961165048544,0.708,0.24514811031665,0.789,0.316932129451151,"CpG",0.00700000000000001,0.0810000000000001,TRUE,FALSE
"1_2881796","1",2881796,-695,"AT1G08970","AT1G08970.2","proximal >500&<=1000bp",0.701,0.355263157894737,0.727,0.487252124645892,0.732,0.334159233564585,"CpG",0.026,0.005,TRUE,FALSE
"1_2883366","1",2883366,823,"AT1G08970","AT1G08970.4","proximal >500&<=1000bp",0.711,0.380151387720774,0.734,0.479396984924623,0.754,0.378563885955649,"CpG",0.023,0.02,TRUE,FALSE
"1_2897274","1",2897274,-2172,"AT1G09010","AT1G09010.1","intronic",0.742,0.532258064516129,0.785,0.525423728813559,0.787,0.494077134986226,"CpG",0.043,0.002,TRUE,FALSE
"1_2897322","1",2897322,-2124,"AT1G09010","AT1G09010.1","intronic",0.743,0.502994011976048,0.749,0.463607594936709,0.815,0.45302223614156,"CpG",0.006,0.066,TRUE,FALSE
"1_2901747","1",2901747,2301,"AT1G09010","AT1G09010.1","intronic",0.718,0.659963436928702,0.72,0.592321755027422,0.78,0.646492122860705,"CpG",0.002,0.06,TRUE,FALSE
"1_2901769","1",2901769,2323,"AT1G09010","AT1G09010.1","intronic",0.722,0.48411497730711,0.748,0.470784641068447,0.779,0.420461265523359,"CpG",0.026,0.031,TRUE,FALSE
"1_2914897","1",2914897,-2071,"AT1G09050","AT1G09050.1","intronic",0.714,0.499358151476252,0.737,0.499184339314845,0.743,0.542238868081565,"CpG",0.023,0.006,TRUE,FALSE
"1_2922925","1",2922925,-2400,"AT1G09060","AT1G09060.3","intronic",0.725,0.652777777777778,0.803,0.538613861386139,0.874,0.488541666666667,"CpG",0.0780000000000001,0.071,TRUE,FALSE
"1_2923515","1",2923515,-1810,"AT1G09060","AT1G09060.3","intronic",0.704,0.33652312599681,0.767,0.380710659898477,0.797,0.336244541484716,"CpG",0.063,0.03,TRUE,FALSE
"1_2923516","1",2923516,-1809,"AT1G09060","AT1G09060.3","intronic",0.718,0.364497041420118,0.728,0.373900293255132,0.779,0.31825856246985,"CpG",0.01,0.051,TRUE,FALSE
"1_2940017","1",2940017,654,"AT1G09100","AT1G09100.1","proximal >500&<=1000bp",0.701,0.581646423751687,0.71,0.524105754276827,0.806,0.58180913276098,"CpG",0.00900000000000001,0.0960000000000001,TRUE,FALSE
"1_2940746","1",2940746,1383,"AT1G09100","AT1G09100.1","intronic",0.781,0.483471074380165,0.802,0.462311557788945,0.826,0.467226583896294,"CpG",0.021,0.0239999999999999,TRUE,FALSE
"1_2993457","1",2993457,76,"AT1G09260","AT1G09260.1","proximal <=500bp",0.722,0.551650692225772,0.759,0.509025270758123,0.787,0.495484884177464,"CpG",0.037,0.028,TRUE,FALSE
"1_2993704","1",2993704,323,"AT1G09260","AT1G09260.1","proximal <=500bp",0.794,0.413961038961039,0.81,0.447592067988669,0.834,0.467474278128112,"CpG",0.016,0.0239999999999999,TRUE,FALSE
"1_2993740","1",2993740,359,"AT1G09260","AT1G09260.1","proximal <=500bp",0.751,0.442238267148014,0.764,0.421985815602837,0.844,0.48605577689243,"CpG",0.013,0.08,TRUE,FALSE
"1_2993773","1",2993773,392,"AT1G09260","AT1G09260.1","proximal <=500bp",0.742,0.473794549266247,0.762,0.431670281995662,0.785,0.478860898138007,"CpG",0.02,0.023,TRUE,FALSE
"1_2993785","1",2993785,404,"AT1G09260","AT1G09260.1","proximal <=500bp",0.714,0.555555555555556,0.742,0.552816901408451,0.78,0.489512432282261,"CpG",0.028,0.038,TRUE,FALSE
"1_2995804","1",2995804,1390,"AT1G09270","AT1G09270.3","intronic",0.706,0.491484184914842,0.722,0.404371584699454,0.74,0.358898928346291,"CpG",0.016,0.018,TRUE,FALSE
"1_2998714","1",2998714,-2648,"AT1G09280","AT1G09280.1","intronic",0.739,0.600652883569097,0.742,0.584558823529412,0.802,0.541148385475562,"CpG",0.003,0.06,TRUE,FALSE
"1_2999346","1",2999346,-2016,"AT1G09280","AT1G09280.1","intronic",0.742,0.534839924670433,0.822,0.536585365853659,0.86,0.431818181818182,"CpG",0.08,0.038,TRUE,FALSE
"1_3000045","1",3000045,-1317,"AT1G09280","AT1G09280.1","intronic",0.73,0.502262443438914,0.804,0.478693181818182,0.853,0.463539010708822,"CpG",0.0740000000000001,0.0489999999999999,TRUE,FALSE
"1_3002236","1",3002236,874,"AT1G09280","AT1G09280.1","proximal >500&<=1000bp",0.714,0.497615262321145,0.716,0.472072072072072,0.756,0.431480113936069,"CpG",0.002,0.04,TRUE,FALSE
"1_3002575","1",3002575,-920,"AT1G09300","AT1G09300.2","proximal >500&<=1000bp",0.756,0.32909604519774,0.78,0.338514680483592,0.786,0.308674463937622,"CpG",0.024,0.006,TRUE,FALSE
"1_3006009","1",3006009,2246,"AT1G09300","AT1G09300.1","intronic",0.741,0.613995485327314,0.779,0.547563805104408,0.811,0.540551391862955,"CpG",0.038,0.032,TRUE,FALSE
"1_3006703","1",3006703,-2207,"AT1G09310","AT1G09310.1","intronic",0.736,0.51,0.776,0.571428571428571,0.884,0.508028259473346,"CpG",0.04,0.108,TRUE,FALSE
"1_3006704","1",3006704,-2206,"AT1G09310","AT1G09310.1","intronic",0.724,0.513392857142857,0.741,0.596375617792422,0.825,0.508481110254433,"CpG",0.017,0.084,TRUE,FALSE
"1_3013060","1",3013060,653,"AT1G09320","AT1G09320.1","proximal >500&<=1000bp",0.704,0.416666666666667,0.711,0.350393700787402,0.749,0.391791688222107,"CpG",0.00700000000000001,0.038,TRUE,FALSE
"1_3040600","1",3040600,-1219,"AT1G09420","AT1G09420.1","intronic",0.741,0.490853658536585,0.747,0.509615384615385,0.76,0.50367961663529,"CpG",0.006,0.013,TRUE,FALSE
"1_3044437","1",3044437,2441,"AT1G09430","AT1G09430.1","intronic",0.704,0.433544303797468,0.716,0.448087431693989,0.802,0.460842887130631,"CpG",0.012,0.0860000000000001,TRUE,FALSE
"1_3097638","1",3097638,-2192,"AT1G09570","AT1G09570.4","intronic",0.809,0.510948905109489,0.821,0.436950146627566,0.899,0.496955639315744,"CpG",0.0119999999999999,0.0780000000000001,TRUE,FALSE
"1_3097639","1",3097639,-2191,"AT1G09570","AT1G09570.4","intronic",0.812,0.45841519318926,0.827,0.430714285714286,0.878,0.47939516558407,"CpG",0.0149999999999999,0.051,TRUE,FALSE
"1_3097649","1",3097649,-2181,"AT1G09570","AT1G09570.4","intronic",0.742,0.442660550458716,0.766,0.449315068493151,0.843,0.459394904458599,"CpG",0.024,0.077,TRUE,FALSE
"1_3098185","1",3098185,-1645,"AT1G09570","AT1G09570.4","intronic",0.747,0.463180362860192,0.754,0.449079754601227,0.873,0.425929907546764,"CpG",0.00700000000000001,0.119,TRUE,FALSE
"1_3112185","1",3112185,491,"AT1G09610","AT1G09610.1","proximal <=500bp",0.736,0.582811101163832,0.74,0.575642245480495,0.83,0.417951988866984,"CpG",0.004,0.09,TRUE,FALSE
"1_3113538","1",3113538,1844,"AT1G09610","AT1G09610.1","intronic",0.771,0.410756040530008,0.775,0.405158069883527,0.838,0.417329093799682,"CpG",0.004,0.063,TRUE,FALSE
"1_3114163","1",3114163,2469,"AT1G09610","AT1G09610.1","intronic",0.738,0.543918918918919,0.755,0.505131964809384,0.81,0.477455791130451,"CpG",0.017,0.055,TRUE,FALSE
"1_3121644","1",3121644,-1282,"AT1G09645","AT1G09645.1","intronic",0.708,0.691275167785235,0.739,0.647058823529412,0.796,0.567790681404785,"CpG",0.031,0.057,TRUE,FALSE
"1_3138720","1",3138720,1036,"AT1G09690","AT1G09690.1","intronic",0.817,0.389452332657201,0.824,0.399026763990268,0.855,0.460194174757282,"CpG",0.00700000000000001,0.031,TRUE,FALSE
"1_3138743","1",3138743,1059,"AT1G09690","AT1G09690.1","intronic",0.747,0.276094276094276,0.776,0.373983739837398,0.783,0.31956155143339,"CpG",0.029,0.00700000000000001,TRUE,FALSE
"1_3139028","1",3139028,-1325,"AT1G09700","AT1G09700.2","intronic",0.729,0.472099202834367,0.745,0.45364238410596,0.802,0.37628711386584,"CpG",0.016,0.057,TRUE,FALSE
"1_3148422","1",3148422,1119,"AT1G09720","AT1G09720.1","intronic",0.749,0.499374217772215,0.789,0.494236311239193,0.857,0.474328278797553,"CpG",0.04,0.068,TRUE,FALSE
"1_3150724","1",3150724,3421,"AT1G09720","AT1G09720.1","intronic",0.726,0.448905109489051,0.739,0.466395112016293,0.83,0.47846429062887,"CpG",0.013,0.091,TRUE,FALSE
"1_3160908","1",3160908,-784,"AT1G09760","AT1G09760.1","proximal >500&<=1000bp",0.708,0.652525252525253,0.72,0.574257425742574,0.735,0.310495459248189,"CpG",0.012,0.015,TRUE,FALSE
"1_3164136","1",3164136,2304,"AT1G09770","AT1G09770.1","intronic",0.716,0.31858407079646,0.748,0.349397590361446,0.781,0.332914770051797,"CpG",0.032,0.033,TRUE,FALSE
"1_3175066","1",3175066,1532,"AT1G09795","AT1G09795.1","intronic",0.709,0.438666666666667,0.749,0.463678516228748,0.751,0.357912410801735,"CpG",0.04,0.002,TRUE,FALSE
"1_3175578","1",3175578,2044,"AT1G09795","AT1G09795.1","intronic",0.716,0.671156004489338,0.722,0.650636492220651,0.726,0.692040154928464,"CpG",0.006,0.004,TRUE,FALSE
"1_3175956","1",3175956,2422,"AT1G09795","AT1G09795.1","intronic",0.792,0.458498023715415,0.852,0.520661157024793,0.855,0.445423209498277,"CpG",0.0599999999999999,0.003,TRUE,FALSE
"1_3176113","1",3176113,2579,"AT1G09795","AT1G09795.1","intronic",0.745,0.411533420707733,0.769,0.427018633540373,0.812,0.468451662460222,"CpG",0.024,0.043,TRUE,FALSE
"1_3178834","1",3178834,-1900,"AT1G09800","AT1G09800.2","intronic",0.716,0.447482014388489,0.717,0.421900161030596,0.723,0.367688679245283,"CpG",0.001,0.006,TRUE,FALSE
"1_3181881","1",3181881,-1118,"AT1G09810","AT1G09810.2","intronic",0.706,0.708502024291498,0.739,0.7,0.772,0.33530986993114,"CpG",0.033,0.033,TRUE,FALSE
"1_3193142","1",3193142,654,"AT1G09820","AT1G09820.1","proximal >500&<=1000bp",0.703,0.53887399463807,0.749,0.557142857142857,0.791,0.533773027063907,"CpG",0.046,0.042,TRUE,FALSE
"1_3193143","1",3193143,655,"AT1G09820","AT1G09820.1","proximal >500&<=1000bp",0.703,0.561855670103093,0.704,0.567514677103718,0.79,0.463426853707415,"CpG",0.001,0.0860000000000001,TRUE,FALSE
"1_3193248","1",3193248,760,"AT1G09820","AT1G09820.1","proximal >500&<=1000bp",0.706,0.526027397260274,0.773,0.458823529411765,0.789,0.406931964056483,"CpG",0.0670000000000001,0.016,TRUE,FALSE
"1_3193249","1",3193249,761,"AT1G09820","AT1G09820.1","proximal >500&<=1000bp",0.807,0.568783068783069,0.813,0.441176470588235,0.831,0.420169725675942,"CpG",0.00599999999999989,0.018,TRUE,FALSE
"1_3207064","1",3207064,1485,"AT1G09870","AT1G09870.1","intronic",0.756,0.359712230215827,0.767,0.403292181069959,0.797,0.386569872958258,"CpG",0.011,0.03,TRUE,FALSE
"1_3207065","1",3207065,1486,"AT1G09870","AT1G09870.1","intronic",0.767,0.334298118668596,0.785,0.382677165354331,0.813,0.397978929262524,"CpG",0.018,0.0279999999999999,TRUE,FALSE
"1_3223241","1",3223241,-1010,"AT1G09910","AT1G09910.3","intronic",0.744,0.477761836441894,0.763,0.498181818181818,0.815,0.515926528714252,"CpG",0.019,0.0519999999999999,TRUE,FALSE
"1_3225469","1",3225469,928,"AT1G09910","AT1G09910.1","proximal >500&<=1000bp",0.7,0.323076923076923,0.71,0.289473684210526,0.803,0.34806800618238,"CpG",0.01,0.0930000000000001,TRUE,FALSE
"1_3225470","1",3225470,929,"AT1G09910","AT1G09910.1","proximal >500&<=1000bp",0.757,0.35234474017744,0.781,0.351156069364162,0.808,0.354706485141268,"CpG",0.024,0.027,TRUE,FALSE
"1_3259090","1",3259090,-2524,"AT1G09980","AT1G09980.2","intronic",0.757,0.569703622392975,0.762,0.53970223325062,0.863,0.495112414467253,"CpG",0.005,0.101,TRUE,FALSE
"1_3259400","1",3259400,-2214,"AT1G09980","AT1G09980.2","intronic",0.841,0.487750556792873,0.846,0.503685503685504,0.87,0.503555601360404,"CpG",0.005,0.024,TRUE,FALSE
"1_3259401","1",3259401,-2213,"AT1G09980","AT1G09980.2","intronic",0.791,0.438162544169611,0.849,0.517543859649123,0.863,0.450150678051231,"CpG",0.0579999999999999,0.014,TRUE,FALSE
"1_3275279","1",3275279,1526,"AT1G10030","AT1G10030.1","intronic",0.715,0.440677966101695,0.754,0.375,0.813,0.4003663003663,"CpG",0.039,0.0589999999999999,TRUE,FALSE
"1_3292888","1",3292888,-3310,"AT1G10090","AT1G10090.1","intronic",0.702,0.546897546897547,0.703,0.441821247892074,0.803,0.444925296239052,"CpG",0.001,0.1,TRUE,FALSE
"1_3292889","1",3292889,-3309,"AT1G10090","AT1G10090.1","intronic",0.722,0.56769055745165,0.752,0.446009389671362,0.799,0.445740792802924,"CpG",0.03,0.047,TRUE,FALSE
"1_3294383","1",3294383,-1815,"AT1G10090","AT1G10090.1","intronic",0.786,0.562737642585551,0.793,0.564814814814815,0.854,0.442612942612943,"CpG",0.00700000000000001,0.0609999999999999,TRUE,FALSE
"1_3297974","1",3297974,1776,"AT1G10090","AT1G10090.1","intronic",0.743,0.343434343434343,0.748,0.394557823129252,0.757,0.383448873483536,"CpG",0.005,0.00900000000000001,TRUE,FALSE
"1_3312240","1",3312240,1310,"AT1G10130","AT1G10130.1","intronic",0.729,0.466796875,0.735,0.405286343612335,0.848,0.490109318063509,"CpG",0.006,0.113,TRUE,FALSE
"1_3312241","1",3312241,1311,"AT1G10130","AT1G10130.1","intronic",0.715,0.414678899082569,0.731,0.421259842519685,0.829,0.485961982024974,"CpG",0.016,0.098,TRUE,FALSE
"1_3312301","1",3312301,1371,"AT1G10130","AT1G10130.1","intronic",0.707,0.680808080808081,0.763,0.590697674418605,0.865,0.555591677503251,"CpG",0.056,0.102,TRUE,FALSE
"1_3315663","1",3315663,4733,"AT1G10130","AT1G10130.1","intronic",0.739,0.454831932773109,0.769,0.405078597339782,0.813,0.374586679263108,"CpG",0.03,0.0439999999999999,TRUE,FALSE
"1_3316466","1",3316466,5536,"AT1G10130","AT1G10130.1","intronic",0.82,0.506616257088847,0.821,0.520255863539446,0.83,0.482931071972168,"CpG",0.001,0.00900000000000001,TRUE,FALSE
"1_3316869","1",3316869,5939,"AT1G10130","AT1G10130.1","intronic",0.813,0.472340425531915,0.815,0.397905759162304,0.859,0.533970276008493,"CpG",0.002,0.044,TRUE,FALSE
"1_3317589","1",3317589,-6146,"AT1G10140","AT1G10140.1","intronic",0.74,0.667441860465116,0.776,0.630769230769231,0.85,0.537691269126913,"CpG",0.036,0.074,TRUE,FALSE
"1_3318487","1",3318487,-5248,"AT1G10140","AT1G10140.1","intronic",0.761,0.448448448448448,0.763,0.396590909090909,0.817,0.45446744610104,"CpG",0.002,0.0539999999999999,TRUE,FALSE
"1_3318737","1",3318737,-4998,"AT1G10140","AT1G10140.1","intronic",0.774,0.57630979498861,0.784,0.49390243902439,0.818,0.468840192410476,"CpG",0.01,0.0339999999999999,TRUE,FALSE
"1_3321116","1",3321116,-2619,"AT1G10140","AT1G10140.1","intronic",0.702,0.55939524838013,0.766,0.554156171284635,0.823,0.526398491514771,"CpG",0.0640000000000001,0.0569999999999999,TRUE,FALSE
"1_3344248","1",3344248,-1384,"AT1G10190","AT1G10190.1","intronic",0.724,0.401960784313726,0.74,0.428217821782178,0.76,0.406432748538012,"CpG",0.016,0.02,TRUE,FALSE
"1_3344328","1",3344328,-1304,"AT1G10190","AT1G10190.1","intronic",0.742,0.408759124087591,0.746,0.335820895522388,0.776,0.384418901660281,"CpG",0.004,0.03,TRUE,FALSE
"1_3344502","1",3344502,-1130,"AT1G10190","AT1G10190.1","intronic",0.757,0.472727272727273,0.796,0.429787234042553,0.824,0.409425852011053,"CpG",0.039,0.0279999999999999,TRUE,FALSE
"1_3344823","1",3344823,-809,"AT1G10190","AT1G10190.1","proximal >500&<=1000bp",0.791,0.545679012345679,0.817,0.56656346749226,0.857,0.472212065813528,"CpG",0.0259999999999999,0.04,TRUE,FALSE
"1_3345004","1",3345004,-628,"AT1G10190","AT1G10190.1","proximal >500&<=1000bp",0.732,0.54029304029304,0.745,0.520833333333333,0.808,0.409491525423729,"CpG",0.013,0.063,TRUE,FALSE
"1_3372729","1",3372729,2327,"AT1G10290","AT1G10290.1","intronic",0.786,0.496087636932707,0.809,0.456810631229236,0.875,0.491096368715084,"CpG",0.023,0.066,TRUE,FALSE
"1_3372795","1",3372795,2393,"AT1G10290","AT1G10290.1","intronic",0.752,0.440114068441065,0.758,0.412094064949608,0.833,0.437489397794741,"CpG",0.006,0.075,TRUE,FALSE
"1_3373073","1",3373073,2671,"AT1G10290","AT1G10290.1","intronic",0.728,0.563685636856369,0.75,0.513379583746283,0.83,0.501683186833739,"CpG",0.022,0.08,TRUE,FALSE
"1_3373074","1",3373074,2672,"AT1G10290","AT1G10290.1","intronic",0.759,0.566929133858268,0.773,0.496932515337423,0.85,0.516158124154517,"CpG",0.014,0.077,TRUE,FALSE
